	-3.85878	-12.9391	-3.75864
	-3.85878	-12.9391	-3.75864
	-3.85878	-12.9391	-3.75864
	-3.85878	-12.9391	-3.75864
	-3.85878	-12.9391	-3.75864
	-3.85878	-12.9391	-3.75864
	-3.85878	-12.9391	-3.75864
	-4.14742	-14.0084	-5.55908
	-4.79889	-15.3786	-9.61359
	-4.48006	-16.6941	-15.8253
	-4.23117	-17.6325	-25.003
	-4.29674	-17.7865	-35.498
	-3.79981	-17.2736	-48.7474
	-3.34733	-15.1058	-69.3387
	-2.67051	-11.6815	-86.4072
	-2.06542	-9.13682	-98.6308
	-1.69303	-12.1161	-97.5306
	-2.50544	-17.3164	-95.6033
	-2.76991	-22.9836	-95.339
	-2.66452	-28.8996	-93.8284
	-2.59725	-34.3049	-93.9875
	-2.86902	-41.8057	-94.6679
	-3.40029	-52.1904	-92.634
	-3.93855	-59.2971	-88.4094
	-4.61745	-65.7242	-82.5464
	-4.97398	-71.1188	-75.5331
	-5.17537	-70.4275	-68.9535
	-6.20111	-66.9812	-62.2467
	-7.19698	-64.348	-56.7826
	-7.3371	-64.1532	-53.9084
	-8.3772	-61.3795	-47.8138
	-9.22764	-56.5171	-42.3781
	-9.27326	-55.1967	-40.3687
	-9.75461	-54.2357	-36.8203
	-10.8395	-51.7796	-33.3608
	-11.7607	-46.7291	-28.8919
	-12.0331	-42.1372	-24.3385
	-12.1824	-39.8889	-22.0834
	-13.1214	-37.1542	-20.9804
	-13.9429	-32.7682	-20.0863
	-14.1716	-28.7792	-19.6343
	-14.1423	-27.5295	-19.6961
	-14.204	-24.7174	-20.6542
	-14.4378	-21.4125	-22.4783
	-14.5998	-17.4721	-24.0919
	-14.3952	-14.3337	-26.2077
	-14.1815	-11.436	-29.1725
	-14.1037	-8.58296	-32.6921
	-13.8655	-5.39194	-35.9472
	-13.5923	-3.81254	-37.7103
	-13.2152	-1.04715	-41.4894
	-12.9954	0.97175	-45.57
	-12.6833	2.97966	-49.6335
	-12.2197	5.14689	-53.2652
	-11.7809	6.65674	-56.6934
	-11.5438	7.55007	-59.6135
	-11.4294	7.70939	-60.9115
	-11.2901	8.04976	-63.042
	-11.1348	7.86282	-64.2859
	-11.0428	6.78885	-64.9089
	-11.0525	6.21054	-65.0301
	-11.1841	4.06496	-64.7956
	-11.4641	1.50283	-63.9518
	-11.7193	-1.83612	-62.4543
	-12.0089	-5.52352	-60.6419
	-12.4113	-9.94106	-58.3885
	-12.8936	-14.672	-55.9391
	-13.3987	-19.9823	-53.1783
	-13.6753	-22.5886	-51.7074
	-14.1771	-27.859	-48.6955
	-14.6816	-33.1872	-45.569
	-15.1918	-38.6475	-42.5288
	-15.7686	-43.961	-39.5507
	-16.3286	-48.9731	-36.601
	-16.7524	-53.6574	-33.8008
	-17.1327	-58.0554	-31.1429
	-17.4386	-62.1296	-28.8142
	-17.6001	-63.9986	-27.7873
	-17.9011	-67.4513	-26.0069
	-18.0548	-70.5993	-24.7605
	-18.0724	-73.5095	-23.9663
	-18.0362	-74.8439	-23.7857
	-17.9625	-77.3442	-23.984
	-17.8449	-79.6817	-24.7414
	-17.6398	-81.7763	-26.0627
	-17.4866	-82.8037	-26.9154
	-17.1873	-84.5349	-28.7134
	-16.9355	-85.7329	-30.4696
	-16.8617	-86.1983	-31.3339
	-16.7515	-86.9552	-33.1831
	-16.6823	-87.3941	-34.9802
	-16.4903	-87.5099	-36.7844
	-16.3529	-87.4502	-37.7597
	-16.2559	-86.9537	-39.6368
	-16.2459	-86.2783	-41.8234
	-16.2758	-85.8622	-43.0497
	-16.3162	-84.8447	-45.6159
	-16.263	-83.4823	-48.2805
	-16.1945	-82.6235	-49.6097
	-16.0414	-80.6818	-52.1888
	-15.9335	-78.4385	-54.9389
	-15.9473	-75.9125	-57.804
	-15.9639	-74.4725	-59.1169
	-15.9131	-71.2851	-61.5256
	-15.7857	-67.7045	-63.699
	-15.6306	-63.8156	-65.8544
	-15.5671	-61.6898	-66.8696
	-15.4354	-57.1783	-68.7414
	-15.2482	-52.3639	-70.5655
	-15.0134	-47.2314	-72.3823
	-14.8661	-44.6498	-73.3254
	-14.5618	-39.2839	-75.1761
	-14.2755	-33.8059	-76.9733
	-14.0076	-28.229	-78.6601
	-13.8086	-22.8451	-80.0716
	-13.7278	-20.1378	-80.6634
	-13.6183	-15.016	-81.5158
	-13.5703	-10.0973	-81.956
	-13.6059	-5.41514	-82.0388
	-13.7197	-1.32816	-81.697
	-13.9013	2.44997	-80.9769
	-14.0215	4.12298	-80.4211
	-14.3134	7.09474	-79.0891
	-14.68	9.41254	-77.3859
	-15.1222	11.1366	-75.3526
	-15.635	12.2838	-72.8995
	-15.9121	12.603	-71.549
	-16.5491	12.9568	-68.4718
	-17.2307	12.7725	-65.0486
	-17.6117	12.4638	-63.1457
	-18.3882	11.6103	-59.171
	-19.1808	10.443	-54.9235
	-19.9936	8.84928	-50.5075
	-20.8426	6.99038	-45.926
	-21.2624	6.00906	-43.6278
	-22.0119	3.97866	-39.0344
	-22.6538	1.9646	-34.6439
	-23.276	-0.0924246	-30.6104
	-23.7647	-2.1733	-27.2248
	-24.0493	-4.36331	-24.6444
	-24.1261	-5.48245	-23.7537
	-24.1301	-7.82447	-22.7815
	-24.0055	-10.2516	-22.8517
	-23.6961	-12.4421	-23.7199
	-23.2796	-14.1573	-25.125
	-22.7865	-15.8962	-27.0303
	-22.1517	-17.5344	-29.3481
	-21.7422	-18.271	-30.776
	-20.8614	-19.7237	-34.0948
	-19.9141	-21.12	-38.2152
	-18.8726	-22.5399	-43.1534
	-17.7196	-23.6932	-48.7899
	-16.4448	-24.7852	-54.9225
	-15.1474	-25.5132	-61.3081
	-14.5037	-25.7416	-64.493
	-13.2522	-26.0534	-70.8486
	-12.0696	-26.1575	-77.0539
	-10.918	-26.078	-82.9758
	-9.82257	-25.7409	-88.5178
	-8.80562	-25.3655	-93.727
	-7.88993	-24.9953	-98.4674
	-7.47001	-24.8488	-100.662
	-6.80605	-24.9323	-104.097
	-6.53879	-26.3435	-104.46
	-6.51017	-28.4747	-104.365
	-6.78213	-31.8517	-104.395
	-6.72813	-34.9675	-105.248
	-6.72314	-36.4761	-105.273
	-6.70405	-39.2937	-105.139
	-6.67887	-42.3627	-105.434
	-6.92566	-45.5893	-104.707
	-7.34843	-48.3303	-102.886
	-8.01564	-51.0913	-99.9921
	-8.4059	-52.3085	-98.2904
	-9.161	-54.7843	-94.4447
	-9.94766	-56.7788	-90.0512
	-10.8427	-58.3175	-85.6855
	-11.8068	-59.6287	-82.2298
	-12.2771	-60.2577	-80.7519
	-13.0094	-61.0121	-78.183
	-13.5629	-61.3909	-75.7373
	-14.1676	-61.3104	-73.2409
	-14.8258	-60.8561	-71.0663
	-15.6463	-60.1753	-68.882
	-16.3983	-58.9826	-66.4841
	-17.0183	-57.1604	-63.6517
	-17.267	-56.0559	-62.2117
	-17.7243	-53.788	-59.8197
	-18.1597	-51.3451	-58.2055
	-18.4656	-48.6114	-57.2541
	-18.5992	-45.5118	-56.7983
	-18.4853	-42.273	-56.9558
	-18.3531	-40.5616	-57.2677
	-18.0226	-37.1115	-58.3359
	-17.6575	-33.3851	-59.779
	-17.2474	-29.5493	-61.3666
	-16.7809	-25.431	-62.8902
	-16.2539	-21.242	-64.3893
	-15.6926	-17.0414	-65.8252
	-15.1581	-12.8526	-67.2466
	-14.6666	-8.72491	-68.6351
	-14.1938	-4.76774	-69.9715
	-13.962	-2.85399	-70.5996
	-13.5368	0.559454	-71.5628
	-13.2119	3.55258	-72.3058
	-13.0846	6.04047	-72.7634
	-13.1203	7.80684	-72.7733
	-13.2044	8.96628	-72.3445
	-13.2754	9.30265	-71.9821
	-13.5337	9.69883	-71.0592
	-13.8949	9.38228	-69.9581
	-14.3144	8.69643	-68.7232
	-14.7399	7.65842	-67.4228
	-15.1458	6.38893	-66.0444
	-15.5297	4.86157	-64.5904
	-15.7107	3.99566	-63.8533
	-16.0839	2.32151	-62.4035
	-16.556	0.42599	-60.7077
	-17.0265	-1.51905	-58.8993
	-17.4834	-3.33327	-57.1011
	-17.8134	-4.85738	-55.7664
	-18.0822	-6.30975	-55.0275
	-18.2623	-7.50052	-55.0094
	-18.3471	-8.39634	-55.6488
	-18.3358	-8.72685	-56.1357
	-18.2753	-9.19172	-57.1952
	-18.1668	-9.4332	-58.2433
	-18.1046	-9.51591	-59.071
	-18.0409	-9.36783	-59.6254
	-17.9551	-9.03827	-59.939
	-17.8938	-8.79008	-60.2116
	-17.8108	-8.62184	-60.58
	-17.65	-8.5669	-61.0954
	-17.596	-8.48638	-61.3359
	-17.4512	-8.39919	-61.8492
	-17.3082	-8.31424	-62.4216
	-17.1792	-8.38112	-62.9327
	-17.1178	-8.56362	-63.272
	-17.1021	-8.6881	-63.4066
	-17.097	-8.83387	-63.4295
	-17.1114	-8.99224	-63.4295
	-17.1338	-9.1049	-63.3944
	-17.1693	-9.02614	-63.3009
	-17.1868	-9.03075	-63.1582
	-17.2196	-8.85181	-63.0771
	-17.2426	-8.58937	-63.0394
	-17.248	-8.32234	-63.1446
	-17.2327	-8.07169	-63.2774
	-17.226	-7.74589	-63.371
	-17.2251	-7.43255	-63.4391
	-17.2173	-7.29042	-63.4739
	-17.2408	-7.03143	-63.498
	-17.2701	-6.78507	-63.4965
	-17.3199	-6.52212	-63.4683
	-17.3421	-6.2591	-63.4344
	-17.3565	-6.04177	-63.4351
	-17.3758	-5.86635	-63.4141
	-17.3771	-5.61969	-63.4082
	-17.3834	-5.41494	-63.3806
	-17.3749	-5.23941	-63.3541
	-17.3811	-5.03458	-63.327
	-17.394	-4.81315	-63.2705
	-17.3929	-4.59166	-63.2112
	-17.3997	-4.35742	-63.1815
	-17.3996	-4.13971	-63.1817
	-17.4029	-4.02255	-63.1672
	-17.4028	-3.80478	-63.1679
	-17.4092	-3.57037	-63.1394
	-17.4287	-3.36522	-63.1179
	-17.4481	-3.16004	-63.0967
	-17.4686	-2.95871	-63.1344
	-17.4898	-2.72801	-63.1689
	-17.5102	-2.52658	-63.207
	-17.5167	-2.32509	-63.2422
	-17.55	-2.1529	-63.2872
	-17.5683	-1.97687	-63.2708
	-17.6004	-1.80081	-63.2579
	-17.6246	-1.6375	-63.216
	-17.6421	-1.49074	-63.2035
	-17.6602	-1.31461	-63.188
	-17.6704	-1.15122	-63.1436
	-17.6806	-0.987796	-63.0994
	-17.6961	-0.86645	-63.0324
	-17.7042	-0.791078	-62.9975
	-17.7262	-0.653016	-62.9019
	-17.7476	-0.544258	-62.8094
	-17.7689	-0.435433	-62.717
	-17.7969	-0.30982	-62.5958
	-17.8368	-0.209353	-62.4229
	-17.8707	-0.0960681	-62.2761
	-17.9165	-0.00774425	-62.0774
	-17.9889	0.148453	-61.7637
	-18.0013	0.216127	-61.6456
	-18.0537	0.322369	-61.4184
	-18.0973	0.387213	-61.1646
	-18.1354	0.494276	-60.9344
	-18.1705	0.547754	-60.6512
	-18.2137	0.614038	-60.3974
	-18.2629	0.668634	-60.1174
	-18.3041	0.741138	-59.8054
	-18.3396	0.855831	-59.5173
	-18.3658	0.929704	-59.2019
	-18.3773	0.999561	-59.0843
	-18.4057	1.09822	-58.8249
	-18.4219	1.22109	-58.6184
	-18.4374	1.31482	-58.4141
	-18.4605	1.36174	-58.2439
	-18.4836	1.40887	-58.0737
	-18.5209	1.42677	-57.9089
	-18.5582	1.44487	-57.7441
	-18.5886	1.41594	-57.6098
	-18.6135	1.42824	-57.4999
	-18.6528	1.41118	-57.3953
